case_notification_date,district,cumulative_cases,daily_new_cases,cases_in_last_7_days
07/05/2020,Rajbari,23,0,6.0
08/05/2020,Rajbari,23,0,4.0
09/05/2020,Rajbari,23,0,4.0
10/05/2020,Rajbari,23,0,4.0
13/04/2020,Rajshahi,2,2,2.0
14/04/2020,Rajshahi,3,1,3.0
15/04/2020,Rajshahi,4,1,4.0
16/04/2020,Rajshahi,4,0,4.0
17/04/2020,Rajshahi,4,0,4.0
18/04/2020,Rajshahi,4,0,4.0
19/04/2020,Rajshahi,4,0,4.0
20/04/2020,Rajshahi,5,1,3.0
21/04/2020,Rajshahi,9,4,6.0
22/04/2020,Rajshahi,9,0,5.0
23/04/2020,Rajshahi,9,0,5.0
24/04/2020,Rajshahi,9,0,5.0
25/04/2020,Rajshahi,10,1,6.0
26/04/2020,Rajshahi,10,0,6.0
27/04/2020,Rajshahi,10,0,5.0
28/04/2020,Rajshahi,10,0,1.0
29/04/2020,Rajshahi,19,9,10.0
30/04/2020,Rajshahi,19,0,10.0
01/05/2020,Rajshahi,20,1,11.0
02/05/2020,Rajshahi,20,0,10.0
03/05/2020,Rajshahi,21,1,11.0
04/05/2020,Rajshahi,21,0,11.0
05/05/2020,Rajshahi,25,4,15.0
06/05/2020,Rajshahi,26,1,7.0
07/05/2020,Rajshahi,26,0,7.0
08/05/2020,Rajshahi,26,0,6.0
09/05/2020,Rajshahi,26,0,6.0
10/05/2020,Rajshahi,26,0,5.0
29/04/2020,Rangamati,0,0,0.0
30/04/2020,Rangamati,0,0,0.0
01/05/2020,Rangamati,0,0,0.0
02/05/2020,Rangamati,0,0,0.0
03/05/2020,Rangamati,0,0,0.0
04/05/2020,Rangamati,0,0,0.0
05/05/2020,Rangamati,0,0,0.0
06/05/2020,Rangamati,0,0,0.0
07/05/2020,Rangamati,4,4,4.0
08/05/2020,Rangamati,4,0,4.0
09/05/2020,Rangamati,4,0,4.0
10/05/2020,Rangamati,4,0,4.0
03/04/2020,Rangpur,1,1,1.0
09/04/2020,Rangpur,2,1,2.0
13/04/2020,Rangpur,2,0,1.0
14/04/2020,Rangpur,2,0,1.0
15/04/2020,Rangpur,2,0,1.0
16/04/2020,Rangpur,3,1,1.0
17/04/2020,Rangpur,1,2,3.0
18/04/2020,Rangpur,1,0,3.0
19/04/2020,Rangpur,5,4,7.0
20/04/2020,Rangpur,6,1,8.0
21/04/2020,Rangpur,7,1,9.0
22/04/2020,Rangpur,7,0,9.0
23/04/2020,Rangpur,10,3,11.0
24/04/2020,Rangpur,15,5,14.0
25/04/2020,Rangpur,18,3,17.0
26/04/2020,Rangpur,20,2,15.0
27/04/2020,Rangpur,21,1,15.0
28/04/2020,Rangpur,28,7,21.0
29/04/2020,Rangpur,28,0,21.0
30/04/2020,Rangpur,31,3,21.0
01/05/2020,Rangpur,38,7,23.0
02/05/2020,Rangpur,45,7,27.0
03/05/2020,Rangpur,50,5,30.0
04/05/2020,Rangpur,62,12,41.0
05/05/2020,Rangpur,75,13,47.0
06/05/2020,Rangpur,82,7,54.0
07/05/2020,Rangpur,89,7,58.0
08/05/2020,Rangpur,89,0,51.0
09/05/2020,Rangpur,120,31,75.0
10/05/2020,Rangpur,128,8,78.0
29/04/2020,Satkhira,1,1,1.0
30/04/2020,Satkhira,1,0,1.0
01/05/2020,Satkhira,2,1,2.0
02/05/2020,Satkhira,2,0,2.0
03/05/2020,Satkhira,2,0,2.0
04/05/2020,Satkhira,2,0,2.0
05/05/2020,Satkhira,3,1,3.0
06/05/2020,Satkhira,4,1,3.0
07/05/2020,Satkhira,4,0,3.0
08/05/2020,Satkhira,4,0,2.0
09/05/2020,Satkhira,4,0,2.0
10/05/2020,Satkhira,4,0,2.0
04/04/2020,Shariatpur,1,1,1.0
13/04/2020,Shariatpur,1,0,0.0
14/04/2020,Shariatpur,5,4,4.0
15/04/2020,Shariatpur,5,0,4.0
16/04/2020,Shariatpur,6,1,5.0
17/04/2020,Shariatpur,6,0,5.0
18/04/2020,Shariatpur,7,1,6.0
19/04/2020,Shariatpur,7,0,6.0
20/04/2020,Shariatpur,8,1,7.0
21/04/2020,Shariatpur,8,0,3.0
22/04/2020,Shariatpur,11,3,6.0
23/04/2020,Shariatpur,11,0,5.0
24/04/2020,Shariatpur,11,0,5.0
25/04/2020,Shariatpur,11,0,4.0
26/04/2020,Shariatpur,22,11,15.0
27/04/2020,Shariatpur,22,0,14.0
28/04/2020,Shariatpur,24,2,16.0
29/04/2020,Shariatpur,24,0,13.0
30/04/2020,Shariatpur,30,6,19.0
01/05/2020,Shariatpur,30,0,19.0
02/05/2020,Shariatpur,39,9,28.0
03/05/2020,Shariatpur,35,4,21.0
04/05/2020,Shariatpur,40,5,26.0
05/05/2020,Shariatpur,44,4,28.0
06/05/2020,Shariatpur,54,10,38.0
07/05/2020,Shariatpur,55,1,33.0
08/05/2020,Shariatpur,57,2,35.0
09/05/2020,Shariatpur,57,0,26.0
10/05/2020,Shariatpur,57,0,22.0
09/04/2020,Sherpur,2,2,2.0
13/04/2020,Sherpur,2,0,2.0
14/04/2020,Sherpur,3,1,3.0
15/04/2020,Sherpur,3,0,3.0
16/04/2020,Sherpur,3,0,1.0
17/04/2020,Sherpur,3,0,1.0
18/04/2020,Sherpur,11,8,9.0
19/04/2020,Sherpur,11,0,9.0
20/04/2020,Sherpur,13,2,11.0
21/04/2020,Sherpur,19,6,16.0
22/04/2020,Sherpur,19,0,16.0
23/04/2020,Sherpur,19,0,16.0
24/04/2020,Sherpur,19,0,16.0
25/04/2020,Sherpur,19,0,8.0
26/04/2020,Sherpur,19,0,8.0
27/04/2020,Sherpur,23,4,10.0
28/04/2020,Sherpur,23,0,4.0
29/04/2020,Sherpur,25,2,6.0
30/04/2020,Sherpur,25,0,6.0
01/05/2020,Sherpur,26,1,7.0
02/05/2020,Sherpur,26,0,7.0
03/05/2020,Sherpur,26,0,7.0
04/05/2020,Sherpur,26,0,3.0
05/05/2020,Sherpur,26,0,3.0
06/05/2020,Sherpur,27,1,2.0
07/05/2020,Sherpur,28,1,3.0
08/05/2020,Sherpur,30,2,4.0
09/05/2020,Sherpur,30,0,4.0
10/05/2020,Sherpur,36,6,10.0
20/04/2020,Sirajganj,1,1,1.0
21/04/2020,Sirajganj,2,1,2.0
22/04/2020,Sirajganj,2,0,2.0
23/04/2020,Sirajganj,2,0,2.0
24/04/2020,Sirajganj,2,0,2.0
25/04/2020,Sirajganj,2,0,2.0
26/04/2020,Sirajganj,2,0,2.0
27/04/2020,Sirajganj,2,0,1.0
28/04/2020,Sirajganj,3,1,1.0
29/04/2020,Sirajganj,3,0,1.0
30/04/2020,Sirajganj,3,0,1.0
01/05/2020,Sirajganj,3,0,1.0
02/05/2020,Sirajganj,3,0,1.0
03/05/2020,Sirajganj,3,0,1.0
04/05/2020,Sirajganj,4,1,2.0
05/05/2020,Sirajganj,4,0,1.0
06/05/2020,Sirajganj,4,0,1.0
07/05/2020,Sirajganj,4,0,1.0
08/05/2020,Sirajganj,6,2,3.0
09/05/2020,Sirajganj,6,0,3.0
10/05/2020,Sirajganj,6,0,3.0
13/04/2020,Sunamganj,1,1,1.0
14/04/2020,Sunamganj,1,0,1.0
15/04/2020,Sunamganj,1,0,1.0
16/04/2020,Sunamganj,1,0,1.0
17/04/2020,Sunamganj,1,0,1.0
18/04/2020,Sunamganj,1,0,1.0
19/04/2020,Sunamganj,1,0,1.0
20/04/2020,Sunamganj,1,0,0.0
21/04/2020,Sunamganj,1,0,0.0
22/04/2020,Sunamganj,1,0,0.0
23/04/2020,Sunamganj,5,4,4.0
24/04/2020,Sunamganj,13,8,12.0
25/04/2020,Sunamganj,13,0,12.0
26/04/2020,Sunamganj,14,1,13.0
27/04/2020,Sunamganj,15,1,14.0
28/04/2020,Sunamganj,26,11,25.0
29/04/2020,Sunamganj,28,2,27.0
30/04/2020,Sunamganj,28,0,23.0
01/05/2020,Sunamganj,29,1,16.0
02/05/2020,Sunamganj,33,4,20.0
03/05/2020,Sunamganj,33,0,19.0
04/05/2020,Sunamganj,33,0,18.0
05/05/2020,Sunamganj,35,2,9.0
06/05/2020,Sunamganj,35,0,7.0
07/05/2020,Sunamganj,35,0,7.0
08/05/2020,Sunamganj,35,0,6.0
09/05/2020,Sunamganj,37,2,4.0
10/05/2020,Sunamganj,38,1,5.0
06/04/2020,Sylhet,1,1,1.0
13/04/2020,Sylhet,1,0,0.0
14/04/2020,Sylhet,1,0,0.0
15/04/2020,Sylhet,1,0,0.0
16/04/2020,Sylhet,3,2,2.0
17/04/2020,Sylhet,3,0,2.0
18/04/2020,Sylhet,3,0,2.0
19/04/2020,Sylhet,3,0,2.0
20/04/2020,Sylhet,4,1,3.0
21/04/2020,Sylhet,4,0,3.0
22/04/2020,Sylhet,4,0,3.0
23/04/2020,Sylhet,6,2,3.0
24/04/2020,Sylhet,11,5,8.0
25/04/2020,Sylhet,11,0,8.0
26/04/2020,Sylhet,12,1,9.0
27/04/2020,Sylhet,14,2,10.0
28/04/2020,Sylhet,16,2,12.0
29/04/2020,Sylhet,16,0,12.0
30/04/2020,Sylhet,18,2,12.0
01/05/2020,Sylhet,18,0,7.0
02/05/2020,Sylhet,18,0,7.0
03/05/2020,Sylhet,18,0,6.0
04/05/2020,Sylhet,18,0,4.0
05/05/2020,Sylhet,24,6,8.0
06/05/2020,Sylhet,27,3,11.0
07/05/2020,Sylhet,27,0,9.0
08/05/2020,Sylhet,28,1,10.0
09/05/2020,Sylhet,28,0,10.0
10/05/2020,Sylhet,36,8,18.0
08/04/2020,Tangail,2,2,2.0
13/04/2020,Tangail,7,5,7.0
14/04/2020,Tangail,7,0,7.0
15/04/2020,Tangail,9,2,7.0
16/04/2020,Tangail,9,0,7.0
17/04/2020,Tangail,9,0,7.0
18/04/2020,Tangail,9,0,7.0
19/04/2020,Tangail,10,1,8.0
20/04/2020,Tangail,10,0,3.0
21/04/2020,Tangail,13,3,6.0
22/04/2020,Tangail,15,2,6.0
23/04/2020,Tangail,16,1,7.0
24/04/2020,Tangail,21,5,12.0
25/04/2020,Tangail,22,1,13.0
26/04/2020,Tangail,23,1,13.0
27/04/2020,Tangail,24,1,14.0
28/04/2020,Tangail,27,3,14.0
29/04/2020,Tangail,28,1,13.0
30/04/2020,Tangail,29,1,13.0
01/05/2020,Tangail,29,0,8.0
02/05/2020,Tangail,29,0,7.0
03/05/2020,Tangail,29,0,6.0
04/05/2020,Tangail,30,1,6.0
05/05/2020,Tangail,30,0,3.0
06/05/2020,Tangail,30,0,2.0
07/05/2020,Tangail,30,0,1.0
08/05/2020,Tangail,31,1,2.0
09/05/2020,Tangail,31,0,2.0
10/05/2020,Tangail,31,0,2.0
12/04/2020,Thakurgaon,3,3,3.0
13/04/2020,Thakurgaon,3,0,3.0
14/04/2020,Thakurgaon,3,0,3.0
15/04/2020,Thakurgaon,3,0,3.0
16/04/2020,Thakurgaon,3,0,3.0
17/04/2020,Thakurgaon,3,0,3.0
18/04/2020,Thakurgaon,5,2,5.0
19/04/2020,Thakurgaon,6,1,3.0
20/04/2020,Thakurgaon,6,0,3.0
21/04/2020,Thakurgaon,6,0,3.0
22/04/2020,Thakurgaon,8,2,5.0
23/04/2020,Thakurgaon,8,0,5.0
24/04/2020,Thakurgaon,8,0,5.0
25/04/2020,Thakurgaon,7,1,4.0
26/04/2020,Thakurgaon,7,0,3.0
27/04/2020,Thakurgaon,8,1,4.0
28/04/2020,Thakurgaon,15,7,11.0
29/04/2020,Thakurgaon,16,1,10.0
30/04/2020,Thakurgaon,16,0,10.0
01/05/2020,Thakurgaon,17,1,11.0
02/05/2020,Thakurgaon,17,0,10.0
03/05/2020,Thakurgaon,17,0,10.0
04/05/2020,Thakurgaon,19,2,11.0
05/05/2020,Thakurgaon,19,0,4.0
06/05/2020,Thakurgaon,20,1,4.0
07/05/2020,Thakurgaon,20,0,4.0
08/05/2020,Thakurgaon,23,3,6.0
09/05/2020,Thakurgaon,23,0,6.0
10/05/2020,Thakurgaon,23,0,6.0
